Date,Ticker,Returns,Volume,Price or Bid/Ask Average,Shares Outstanding,Turnover
2007-09-17,EOG,-0.006911,1459900.0,71.85,244814.0,0.08299655883498369
2007-09-18,EOG,0.027836,2608100.0,73.85,244814.0,0.1442571970920081
2007-09-19,EOG,0.00501,2304600.0,74.22,244814.0,0.12683477933677384
2007-09-20,EOG,-0.005255,1707100.0,73.83,244814.0,0.09444736457998716
2007-06-20,ERTS,-0.019804,4177259.0,48.01,311621.0,0.27921129345791934
2007-06-21,ERTS,-0.000208,3956998.0,48.0,311621.0,0.2645439759622533
2007-06-22,ERTS,0.011875,2807238.0,48.57,311621.0,0.1854745874160868
2007-06-25,ERTS,-0.022854,4287330.0,47.46,311621.0,0.2898894845809144
2007-06-26,ERTS,0.001686,4032050.0,47.54,311621.0,0.2721698504786911
2007-06-27,ERTS,0.003997,2281356.0,47.73,311621.0,0.1533821813569805
2007-06-28,ERTS,-0.002724,2569010.0,47.6,311621.0,0.17319371390030752
2007-06-29,ERTS,-0.005882,3089166.0,47.32,312000.0,0.20923865335847586
2007-07-02,ERTS,0.017963,2312178.0,48.17,312000.0,0.15384735152744286
2007-07-03,ERTS,0.011833,1343664.0,48.74,312000.0,0.08835895331586756
2007-07-05,ERTS,0.044317,7020480.0,50.9,312000.0,0.4420734471815022
2007-07-06,ERTS,0,3692465.0,50.9,312000.0,0.2325112714724699
2007-07-09,ERTS,-0.010804,4423362.0,50.3501,312000.0,0.2815772423032389
2007-07-10,ERTS,-0.018075,3851108.0,49.44,312000.0,0.24966211310264708
2007-07-11,ERTS,0.003236,3133502.0,49.6,312000.0,0.2024853959884202
2007-07-12,ERTS,-0.015323,5695002.0,48.84,312000.0,0.3737348799848799
2007-07-13,ERTS,-0.01208,3579924.0,48.25,312000.0,0.2378055001992826
2007-07-16,ERTS,-0.003316,3169692.0,48.09,312000.0,0.21125533854791495
2007-07-17,ERTS,0.028696,4992344.0,49.47,312000.0,0.3234506279381962
2007-07-18,ERTS,0.011926,5284550.0,50.06,312000.0,0.33834718850200274
2007-07-19,ERTS,0.039153,7120829.0,52.02,312000.0,0.43873836739321165
2007-07-20,ERTS,-0.002884,5012330.0,51.87,312000.0,0.3097196887682718
2007-07-23,ERTS,-0.000386,2992498.0,51.85,312000.0,0.18498244442796033
2007-07-24,ERTS,-0.017551,5184180.0,50.94,312000.0,0.3261869167346199
2007-07-25,ERTS,0.014134,3380475.0,51.66,312000.0,0.2097339483010215
2007-07-26,ERTS,-0.019551,5794665.0,50.65,312000.0,0.366685967043815
2007-07-27,ERTS,-0.01619,4639072.0,49.83,312000.0,0.2983909394505421
2007-07-30,ERTS,-0.004415,3690603.0,49.61,312000.0,0.23843692338703426
2007-07-31,ERTS,-0.019553,4069540.0,48.64,312000.0,0.26816195386302294
2007-08-01,ERTS,-0.011102,6922600.0,48.1,312000.0,0.4612852497467882
2007-08-02,ERTS,0.071934,9785734.0,51.56,311938.0,0.6084322340098605
2007-08-03,ERTS,-0.02948,5578287.0,50.04,311938.0,0.35736767804178265
2007-08-06,ERTS,0.055955,5560334.0,52.84,311938.0,0.3373415122200883
2007-08-07,ERTS,0.02536,5204104.0,54.18,311938.0,0.3079205565030491
2007-08-08,ERTS,0.000369,4666948.0,54.2,311938.0,0.27603578807492707
2007-08-09,ERTS,-0.000554,5302915.0,54.17,311938.0,0.31382500685392845
2007-08-10,ERTS,-0.01643,4179739.0,53.28,311938.0,0.25148765076651386
2007-08-13,ERTS,-0.024775,3316472.0,51.96,311938.0,0.2046156790666407
2007-08-14,ERTS,-0.007891,2606338.0,51.55,311938.0,0.16208162532534398
2007-08-15,ERTS,-0.029292,5322863.0,50.04,311938.0,0.3410041811840297
2007-08-16,ERTS,0.015188,4744597.0,50.8,311938.0,0.29941071219331244
2007-08-17,ERTS,0.032874,4692767.0,52.47,311938.0,0.2867144914542577
2007-08-20,ERTS,-0.012197,2538216.0,51.83,311938.0,0.15699256502570086
2007-08-21,ERTS,0.002508,3515842.0,51.96,311938.0,0.21691616824173884
2007-08-22,ERTS,-0.002309,2429093.0,51.84,311938.0,0.15021415748650271
2007-08-23,ERTS,0.016397,3561478.0,52.69,311938.0,0.21668746260597133
2007-08-24,ERTS,-0.002657,2337455.0,52.55,311938.0,0.14259432936791053
2007-08-27,ERTS,0.00019,1470707.0,52.56,311938.0,0.08970208125794189
2007-08-28,ERTS,-0.020167,2296802.0,51.5,311938.0,0.14297102977956722
2007-08-29,ERTS,0.016699,2084602.0,52.36,311938.0,0.127630722841385
2007-08-30,ERTS,0.01547,2829767.0,53.17,311938.0,0.17061441995799445
2007-08-31,ERTS,-0.004326,2081783.0,52.94,311938.0,0.12606172262448392
2007-09-04,ERTS,0.017567,2810105.0,53.87,311938.0,0.1672273427298314
2007-09-05,ERTS,-0.018749,2675523.0,52.86,311938.0,0.16226066315209514
2007-09-06,ERTS,0.008135,2112060.0,53.29,311938.0,0.12705514261888926
2007-09-07,ERTS,-0.036217,2761263.0,51.36,311938.0,0.17235126492605798
2007-09-10,ERTS,0.00954,2020047.0,51.85,311938.0,0.12489482106800233
2007-09-11,ERTS,0.043394,3273584.0,54.1,311938.0,0.1939804403759129
2007-09-12,ERTS,-0.014603,3748722.0,53.31,311938.0,0.22542717525505127
2007-09-13,ERTS,0.015007,2067771.0,54.11,311938.0,0.12250579214714631
2007-09-14,ERTS,0.012013,3058629.0,54.76,311938.0,0.1790585565267575
2007-09-17,ERTS,-0.018809,2604159.0,53.73,311938.0,0.15537544059269692
2007-09-18,ERTS,0.037037,3471486.0,55.72,311938.0,0.19972665431605524
2007-09-19,ERTS,-0.002871,1969832.0,55.56,311938.0,0.11365764885594731
2007-09-20,ERTS,0.015479,2902197.0,56.42,311938.0,0.16490184838878613
2007-06-20,CSCO,-0.003663,64254183.0,27.2,6071255.0,0.38909354650823963
2007-06-21,CSCO,0.004412,50552591.0,27.32,6071255.0,0.30477844608972854
2007-06-22,CSCO,-0.014641,54359017.0,26.92,6071255.0,0.33259679880218146
2007-06-25,CSCO,0.004082,44095297.0,27.0299,6071255.0,0.2687010471840085
2007-06-26,CSCO,0.004443,53533761.0,27.15,6071255.0,0.3247726489927986
2007-06-27,CSCO,0.00442,39061582.0,27.27,6071255.0,0.23593165610591976
2007-06-28,CSCO,0.021269,78066936.0,27.85,6071255.0,0.46170381245595515
2007-06-29,CSCO,0,44997084.0,27.85,6071255.0,0.2661219499148892
2007-07-02,CSCO,0.001436,37163452.0,27.89,6071255.0,0.21947702214598475
2007-07-03,CSCO,0.00753,22520530.0,28.1,6071255.0,0.13200604302643332
2007-07-05,CSCO,0.009609,38776182.0,28.37,6071255.0,0.22512681915042737
2007-07-06,CSCO,0.003525,34526151.0,28.47,6071255.0,0.19974790098111964
2007-07-09,CSCO,-0.000706,33343515.0,28.4499,6071255.0,0.19304215713486889
2007-07-10,CSCO,-0.004917,39576561.0,28.31,6071255.0,0.230260641381919
2007-07-11,CSCO,0.015895,42414223.0,28.76,6071255.0,0.24290930956161966
2007-07-12,CSCO,0.036161,91891485.0,29.8,6071255.0,0.5079027119095856
2007-07-13,CSCO,0.00302,56233605.0,29.89,6071255.0,0.30987856545249476
2007-07-16,CSCO,0,44411235.0,29.89,6071255.0,0.24473070491876925
2007-07-17,CSCO,-0.005353,37508577.0,29.73,6071255.0,0.20780557989969875
2007-07-18,CSCO,-0.009754,47981833.0,29.44,6071255.0,0.268448236321958
2007-07-19,CSCO,0.016984,53282668.0,29.94,6071255.0,0.29312691194702234
2007-07-20,CSCO,-0.01169,45843546.0,29.59,6071255.0,0.2551847773411823
2007-07-23,CSCO,0.022643,64449378.0,30.26,6071255.0,0.3508094893873534
2007-07-24,CSCO,-0.016523,71617970.0,29.76,6071255.0,0.3963789709277217
2007-07-25,CSCO,0.00504,53129093.0,29.91,6071255.0,0.29257520276361815
2007-07-26,CSCO,-0.008024,76009927.0,29.67,6071255.0,0.42196292580155065
2007-07-27,CSCO,-0.023596,65964413.0,28.9699,6071255.0,0.3750457357224633
2007-07-30,CSCO,0.017953,44478515.0,29.49,6071255.0,0.24842599181396352
2007-07-31,CSCO,-0.019668,53787775.0,28.91,6071255.0,0.30644815690943716
2007-08-01,CSCO,0.029748,60429058.0,29.77,6071255.0,0.3343401365501204
2007-08-02,CSCO,0.012093,57791276.0,30.13,6071255.0,0.3159254972646435
2007-08-03,CSCO,-0.022237,51337292.0,29.46,6071255.0,0.28702633105050995
2007-08-06,CSCO,0.001358,71445714.0,29.5,6071255.0,0.3989107046515904
2007-08-07,CSCO,0.006441,81865746.0,29.69,6071255.0,0.45416488439271085
2007-08-08,CSCO,0.067026,193629426.0,31.68,6071255.0,1.0067177152205289
2007-08-09,CSCO,-0.008838,102540486.0,31.4,6071255.0,0.537882295052408
2007-08-10,CSCO,-0.000315,83108195.0,31.3901,6071255.0,0.43608653450828433
2007-08-13,CSCO,-0.017843,76599269.0,30.83,6071255.0,0.4092348646686509
2007-08-14,CSCO,-0.018488,86524943.0,30.26,6071255.0,0.4709707372676251
2007-08-15,CSCO,-0.011236,67223059.0,29.92,6071255.0,0.3700651666443771
2007-08-16,CSCO,-0.020722,103222395.0,29.3,6071255.0,0.5802669521890098
2007-08-17,CSCO,0.02355,78503435.0,29.99,6071255.0,0.4311552912710747
2007-08-20,CSCO,-0.007669,50718025.0,29.76,6071255.0,0.28070550669038036
2007-08-21,CSCO,0.011425,39864965.0,30.1,6071255.0,0.2181455797624157
2007-08-22,CSCO,0.005316,40157306.0,30.26,6071255.0,0.21858339754701284
2007-08-23,CSCO,0.00033,38058035.0,30.27,6071255.0,0.20708825379595602
2007-08-24,CSCO,0.015197,33969908.0,30.73,6071255.0,0.18207626513459352
2007-08-27,CSCO,0.01204,43422152.0,31.1,6071255.0,0.2299706856722634
2007-08-28,CSCO,-0.022187,42679132.0,30.41,6071255.0,0.23116425718447808
2007-08-29,CSCO,0.019402,39610346.0,31.0,6071255.0,0.21045946789818473
2007-08-30,CSCO,0.013871,56346921.0,31.43,6071255.0,0.295289044439086
2007-08-31,CSCO,0.01559,39123617.0,31.92,6071255.0,0.2018820201607043
2007-09-04,CSCO,0.012531,53944658.0,32.32,6071255.0,0.2749151147252891
2007-09-05,CSCO,-0.003094,53592750.0,32.22,6071255.0,0.2739693834020834
2007-09-06,CSCO,-0.011794,46175761.0,31.84,6071255.0,0.2388705053568002
2007-09-07,CSCO,-0.01005,60763144.0,31.52,6090881.0,0.3165001451862518
2007-09-10,CSCO,0.00698,40180524.0,31.74,6090881.0,0.20783972501451037
2007-09-11,CSCO,0.013233,33080969.0,32.16,6090881.0,0.16888149608753553
2007-09-12,CSCO,-0.011819,35114592.0,31.7799,6090881.0,0.18140739451648932
2007-09-13,CSCO,-0.008493,33628028.0,31.51,6090881.0,0.17521564535442452
2007-09-14,CSCO,0.001587,31410072.0,31.56,6090881.0,0.16339991368371748
2007-09-17,CSCO,-0.001901,29943659.0,31.5,6090881.0,0.15606812039282153
2007-09-18,CSCO,0.017143,56188658.0,32.04,6090881.0,0.28792278706618785
2007-09-19,CSCO,0.001561,49648772.0,32.09,6090881.0,0.2540146001500036
2007-09-20,CSCO,0.003739,33406058.0,32.21,6090881.0,0.17027637321403485
2007-06-20,COG,-0.031954,852900.0,39.99,96900.0,0.22010146499473165
2007-06-21,COG,0.032508,687799.0,41.29,96900.0,0.17190673034073223
2007-06-22,COG,-0.02761,1497613.0,40.15,96900.0,0.3849375471496851
2007-06-25,COG,-0.030137,1051697.0,38.94,96900.0,0.278721782552396
2007-06-26,COG,-0.038521,1289275.0,37.44,96900.0,0.3553742403394106
2007-06-27,COG,0.008013,1478300.0,37.74,96900.0,0.40423778358580764
2007-06-28,COG,-0.028882,1236498.0,36.65,96900.0,0.3481734590870886
2007-06-29,COG,0.006276,906700.0,36.88,96900.0,0.2537166253646109
2007-07-02,COG,0.010575,895800.0,37.27,96900.0,0.2480435214205434
2007-07-03,COG,0.009391,440600.0,37.62,96900.0,0.12086538076435421
2007-07-05,COG,0.003721,633800.0,37.76,96900.0,0.17321937695684875
2007-07-06,COG,-0.007415,570400.0,37.48,96900.0,0.15705658773086273
2007-07-09,COG,0.01334,609945.0,37.98,96900.0,0.16573412436397195
2007-07-10,COG,-0.010532,680600.0,37.58,96900.0,0.18690089968370194
2007-07-11,COG,0.011176,684100.0,38.0,96900.0,0.18578567160936396
2007-07-12,COG,-0.012368,801300.0,37.53,96900.0,0.22033972409275882
2007-07-13,COG,0.007994,551500.0,37.83,96900.0,0.15044764653778092
2007-07-16,COG,-0.01824,737600.0,37.14,96900.0,0.20495344922539488
2007-07-17,COG,0.001346,807800.0,37.19,96900.0,0.22415781953658326
2007-07-18,COG,0.005916,825114.0,37.41,96900.0,0.22761583424573986
2007-07-19,COG,0.026196,647800.0,38.39,96900.0,0.17414020625318719
2007-07-20,COG,-0.032561,534300.0,37.14,96900.0,0.14846343264795078
2007-07-23,COG,-0.009962,666127.0,36.77,96900.0,0.1869560958660549
2007-07-24,COG,-0.049225,975748.0,34.96,96900.0,0.288033146535743
2007-07-25,COG,0.006293,863700.0,35.18,96900.0,0.25336306689876215
2007-07-26,COG,-0.035532,1908800.0,33.93,96900.0,0.5805675924177045
2007-07-27,COG,-0.008547,1392500.0,33.64,96900.0,0.4271844541058178
2007-07-30,COG,0.021403,1144100.0,34.36,96900.0,0.34362682025202707
2007-07-31,COG,-0.004657,854900.0,34.2,97015.0,0.2576619700396002
2007-08-01,COG,0.009357,1295132.0,34.52,97015.0,0.38672687962804425
2007-08-02,COG,0.000579,822595.0,34.54,97015.0,0.24548493432253282
2007-08-03,COG,-0.038796,963209.0,33.2,97015.0,0.29904983020263287
2007-08-06,COG,-0.011446,1010717.0,32.82,97015.0,0.3174330235280591
2007-08-07,COG,-0.001219,1319800.0,32.78,97015.0,0.41501164865814416
2007-08-08,COG,0,1912400.0,32.75,97015.0,0.6019058200254702
2007-08-09,COG,-0.02687,1622700.0,31.87,97015.0,0.5248283477039066
2007-08-10,COG,-0.008786,1909000.0,31.59,97015.0,0.6228986856266715
2007-08-13,COG,0.034821,1347900.0,32.69,97015.0,0.42501461529689694
2007-08-14,COG,0.018354,2059916.0,33.29,97015.0,0.6378180827468638
2007-08-15,COG,-0.006909,1538800.0,33.06,97015.0,0.47977812226104694
2007-08-16,COG,-0.021779,1185700.0,32.34,97015.0,0.3779165543546603
2007-08-17,COG,0.01979,1082000.0,32.98,97015.0,0.33817205875555123
2007-08-20,COG,-0.010309,525600.0,32.64,97015.0,0.1659840352159005
2007-08-21,COG,-0.004596,643986.0,32.49,97015.0,0.20430915458000254
2007-08-22,COG,0.003386,716700.0,32.6,97015.0,0.22661096301280334
2007-08-23,COG,0.021779,950700.0,33.31,97015.0,0.29419140014512757
2007-08-24,COG,0.010207,450100.0,33.65,97015.0,0.13787485108038086
2007-08-27,COG,-0.024071,454600.0,32.84,97015.0,0.14268798168571817
2007-08-28,COG,-0.039281,784800.0,31.55,97015.0,0.25640160698596365
2007-08-29,COG,0.037401,472800.0,32.73,97015.0,0.1488992720516775
2007-08-30,COG,-0.021082,745100.0,32.04,97015.0,0.23970835301412582
2007-08-31,COG,0.040574,500300.0,33.34,97015.0,0.15467709942008914
2007-09-04,COG,0.022196,613600.0,34.08,97015.0,0.1855867117010849
2007-09-05,COG,-0.002934,576300.0,33.98,97015.0,0.17481808438632437
2007-09-06,COG,0.002649,435700.0,34.07,97015.0,0.1318185525037122
2007-09-07,COG,-0.026416,355100.0,33.17,97015.0,0.11034846918534534
2007-09-10,COG,0.002713,538000.0,33.26,97015.0,0.1667328381161433
2007-09-11,COG,0.035779,607700.0,34.45,97015.0,0.1818281508545317
2007-09-12,COG,0.033382,993500.0,35.6,97015.0,0.2876596750068187
2007-09-13,COG,-0.001124,803600.0,35.56,97015.0,0.23293743438489298
2007-09-14,COG,0.003656,414000.0,35.69,97015.0,0.11956798354675233
2007-09-17,COG,-0.010087,555300.0,35.33,97015.0,0.1620112407442545
2007-09-18,COG,0.017549,530700.0,35.95,97015.0,0.15216378580746548
2007-09-19,COG,0.01363,686400.0,36.44,97015.0,0.1941601140928279
2007-09-20,COG,0.00933,1074500.0,36.78,97015.0,0.3011312361315333
2007-06-20,SWY,0.008081,4863244.0,34.93,441600.0,0.31528144280278986
2007-06-21,SWY,0.012024,4320400.0,35.35,441600.0,0.27676137178935284
2007-06-22,SWY,-0.016973,5097491.0,34.75,441600.0,0.3321793217599833
2007-06-25,SWY,0.00777,3617064.0,35.02,441600.0,0.2338896407022074
2007-06-26,SWY,-0.033124,5078800.0,33.86,441600.0,0.3396605374217794
2007-06-27,SWY,0.000266,5207805.0,33.8,441600.0,0.34890641079238494
2007-06-28,SWY,0.007396,3119300.0,34.05,441600.0,0.20744881780842328
2007-06-29,SWY,-0.000587,4525257.0,34.03,441600.0,0.3011287594705439
2007-07-02,SWY,0.021158,3647848.0,34.75,441600.0,0.23771296006672923
2007-07-03,SWY,-0.003453,1857393.0,34.63,441600.0,0.12145691565493602
2007-07-05,SWY,-0.012128,3708274.0,34.21,441600.0,0.245465057043241
2007-07-06,SWY,0.009062,2341069.0,34.52,441600.0,0.15357282115387844
2007-07-09,SWY,-0.011008,3778900.0,34.14,441600.0,0.2506529486428432
2007-07-10,SWY,-0.013474,4358411.0,33.68,441600.0,0.29304008690058175
2007-07-11,SWY,0.000891,3643000.0,33.71,441600.0,0.24472106500887794
2007-07-12,SWY,0.032631,3257300.0,34.81,441600.0,0.2118969332484002
2007-07-13,SWY,0.023269,3493864.0,35.62,441600.0,0.22211762240721303
2007-07-16,SWY,-0.001684,2754472.0,35.56,441600.0,0.1754072520826201
2007-07-17,SWY,-0.014342,3560949.0,35.05,441600.0,0.23006400018606962
2007-07-18,SWY,0.026534,7201540.0,35.98,441600.0,0.45324722470615725
2007-07-19,SWY,-0.02418,7039000.0,35.11,441600.0,0.45399500121770503
2007-07-20,SWY,-0.025349,6491955.0,34.22,441600.0,0.42960213484359516
2007-07-23,SWY,-0.009644,3904396.0,33.89,441600.0,0.26088747268443085
2007-07-24,SWY,-0.037474,5275732.0,32.62,441600.0,0.3662433134291224
2007-07-25,SWY,-0.015635,5466072.0,32.11,441600.0,0.38548366349369695
2007-07-26,SWY,-0.018997,6659500.0,31.5,441600.0,0.4787425235794801
2007-07-27,SWY,-0.012063,5065568.0,31.12,441600.0,0.3686035356357811
2007-07-30,SWY,0.032455,5094652.0,32.13,441600.0,0.3590663721205068
2007-07-31,SWY,-0.008092,4775922.0,31.87,439800.0,0.34073750326937835
2007-08-01,SWY,0.032633,4762041.0,32.91,439800.0,0.3290107005629061
2007-08-02,SWY,-0.018839,3267548.0,32.29,439800.0,0.23009050962239516
2007-08-03,SWY,-0.021679,3941209.0,31.59,439800.0,0.2836773197290604
2007-08-06,SWY,0.053498,5065668.0,33.28,439800.0,0.34609727542239477
2007-08-07,SWY,-0.006911,4871602.0,33.05,439800.0,0.33515454349694096
2007-08-08,SWY,-0.025113,4760598.0,32.22,439800.0,0.33595472125047526
2007-08-09,SWY,-0.051521,6015120.0,30.56,439800.0,0.44754398120040284
2007-08-10,SWY,0.062827,7382121.0,32.48,439800.0,0.5167850170364049
2007-08-13,SWY,0.020012,5048600.0,33.13,439800.0,0.3464928698073253
2007-08-14,SWY,-0.050408,4375800.0,31.46,439800.0,0.31625945677787426
2007-08-15,SWY,-0.018436,3241300.0,30.88,439800.0,0.23866388867290125
2007-08-16,SWY,0.029469,4820796.0,31.79,439800.0,0.3448045602815544
2007-08-17,SWY,0.021705,3844882.0,32.48,439800.0,0.26916077505001157
2007-08-20,SWY,-0.007389,2761600.0,32.24,439800.0,0.19476482091453706
2007-08-21,SWY,0.009926,3454800.0,32.56,439800.0,0.24125887018110753
2007-08-22,SWY,0.010442,2644400.0,32.9,439800.0,0.18275784378364854
2007-08-23,SWY,-0.01003,3420600.0,32.57,439800.0,0.23879724266884925
2007-08-24,SWY,0.01136,2719200.0,32.94,439800.0,0.18769916115207197
2007-08-27,SWY,-0.031876,2653766.0,31.89,439800.0,0.1892138320519989
2007-08-28,SWY,-0.031044,5454700.0,30.9,439800.0,0.401381328082344
2007-08-29,SWY,0.03657,3615800.0,32.03,439800.0,0.2566801218218993
2007-08-30,SWY,-0.022791,2951100.0,31.3,439800.0,0.21438004785794298
2007-08-31,SWY,0.013738,2608900.0,31.73,439800.0,0.18695286958931995
2007-09-04,SWY,-0.0104,2071200.0,31.4,439800.0,0.14998131750679955
2007-09-05,SWY,-0.025796,2980470.0,30.59,439800.0,0.22153892947565546
2007-09-06,SWY,0.030402,3384300.0,31.52,439800.0,0.24413352400606644
2007-09-07,SWY,-0.027919,2303800.0,30.64,439800.0,0.17096247166704068
2007-09-10,SWY,0.001306,1559300.0,30.68,439800.0,0.11556307744482647
2007-09-11,SWY,0.042373,3174500.0,31.98,439800.0,0.22570524267526232
2007-09-12,SWY,-0.008443,4615700.0,31.71,439800.0,0.3309680771440933
2007-09-13,SWY,0.013876,4301500.0,32.15,439800.0,0.3042171720922206
2007-09-14,SWY,0.014308,3601500.0,32.61,439800.0,0.25111774064735454
2007-09-17,SWY,-0.009813,2621800.0,32.29,439800.0,0.18461895529246874
2007-09-18,SWY,0.045525,5523200.0,33.76,439800.0,0.3719915773865329
2007-09-19,SWY,-0.005035,3703972.0,33.59,439800.0,0.2507277862234329
2007-09-20,SWY,-0.013397,2674500.0,33.14,439800.0,0.18349949488753733
2007-06-20,XLNX,0.002963,5638757.0,27.08,297885.0,0.6990143386304267
2007-06-21,XLNX,0.026219,6498125.0,27.79,297885.0,0.7849660606254544
2007-06-22,XLNX,-0.028428,9398631.0,27.0,297885.0,1.1685631852709752
2007-06-25,XLNX,-0.011852,6026971.0,26.68,297885.0,0.7583411829006691
2007-06-26,XLNX,-0.004873,5921433.0,26.55,297885.0,0.7487100442298998
2007-06-27,XLNX,0.022599,5183408.0,27.15,297885.0,0.6409098200014213
2007-06-28,XLNX,-0.007366,5222774.0,26.95,297885.0,0.650569695076324
2007-06-29,XLNX,-0.006679,4269015.0,26.77,298100.0,0.5349551016480043
2007-07-02,XLNX,0.007471,2982567.0,26.97,298100.0,0.37097725714844365
2007-07-03,XLNX,-0.010011,2882253.0,26.7,298100.0,0.36212529541025745
2007-07-05,XLNX,0.01985,6213125.0,27.23,298100.0,0.7654211770642395
2007-07-06,XLNX,0.010283,4231891.0,27.51,298100.0,0.5160382653692701
2007-07-09,XLNX,0.013086,8127885.0,27.87,298100.0,0.9783147591726431
2007-07-10,XLNX,-0.016505,6146579.0,27.41,298100.0,0.752250450102259
2007-07-11,XLNX,0.005472,4359168.0,27.56,298100.0,0.5305941012966008
2007-07-12,XLNX,0.027576,5055316.0,28.32,298100.0,0.5988155682789493
2007-07-13,XLNX,-0.007768,3621130.0,28.1,298100.0,0.43229062830906534
2007-07-16,XLNX,-0.003559,2683882.0,28.0,298100.0,0.3215462213063689
2007-07-17,XLNX,0.02,8206417.0,28.56,298100.0,0.9639031560292685
2007-07-18,XLNX,-0.008754,6373451.0,28.31,298100.0,0.7552188231814562
2007-07-19,XLNX,0.013776,9057528.0,28.7,298100.0,1.0586826907230111
2007-07-20,XLNX,-0.050174,15846279.0,27.26,298100.0,1.9500218182999542
2007-07-23,XLNX,-0.019809,8260935.0,26.72,298100.0,1.0371242168464145
2007-07-24,XLNX,-0.005239,7273899.0,26.58,298427.0,0.9170102218660264
2007-07-25,XLNX,-0.027464,12627827.0,25.85,298427.0,1.6369294529026952
2007-07-26,XLNX,-0.015087,10438676.0,25.46,298427.0,1.3738803294428013
2007-07-27,XLNX,-0.015711,7200037.0,25.06,298427.0,0.9627544805420578
2007-07-30,XLNX,0.01676,6446414.0,25.48,298427.0,0.8477750994106992
2007-07-31,XLNX,-0.018838,7373092.0,25.0,298427.0,0.9882607136753712
2007-08-01,XLNX,0.0076,7386086.0,25.19,298427.0,0.9825351122879094
2007-08-02,XLNX,0.005161,6492455.0,25.32,298427.0,0.8592254529570216
2007-08-03,XLNX,-0.03831,7932390.0,24.35,298427.0,1.091608678437548
2007-08-06,XLNX,0.013142,6467675.0,24.67,298427.0,0.8784983010411234
2007-08-07,XLNX,0.00608,8282072.0,24.82,298427.0,1.118147536878074
2007-08-08,XLNX,0.024577,8813310.0,25.43,298427.0,1.161327133251379
2007-08-09,XLNX,0,8259218.0,25.43,298427.0,1.0883146017600864
2007-08-10,XLNX,0.018089,8289919.0,25.89,298427.0,1.0729515798766485
2007-08-13,XLNX,-0.01545,4803070.0,25.37,298427.0,0.6343958535899583
2007-08-14,XLNX,-0.029168,4793883.0,24.63,298427.0,0.6522061736722864
2007-08-15,XLNX,-0.011774,8724138.0,24.34,298427.0,1.2010576111431757
2007-08-16,XLNX,0.000411,7840087.0,24.35,298427.0,1.078906484540649
2007-08-17,XLNX,0.004517,6829634.0,24.46,298427.0,0.9356272555630412
2007-08-20,XLNX,0.003271,3769016.0,24.54,298427.0,0.5146539490958582
2007-08-21,XLNX,0.012225,4934895.0,24.84,298427.0,0.6657147997044536
2007-08-22,XLNX,0.037842,5845736.0,25.78,298427.0,0.7598330364239828
2007-08-23,XLNX,-0.015516,3852336.0,25.38,298427.0,0.508621165028887
2007-08-24,XLNX,0.020095,4172131.0,25.89,298427.0,0.5399925557659058
2007-08-27,XLNX,-0.013132,4498559.0,25.55,298427.0,0.5899896638078128
2007-08-28,XLNX,-0.028963,5386622.0,24.81,298427.0,0.7275312007550346
2007-08-29,XLNX,0.027005,4035565.0,25.48,298427.0,0.5307216568860359
2007-08-30,XLNX,-0.012166,4146567.0,25.17,298427.0,0.5520359467006369
2007-08-31,XLNX,0.015892,3993118.0,25.57,298427.0,0.5232910452795891
2007-09-04,XLNX,0.032069,4960146.0,26.39,298427.0,0.6298207382444121
2007-09-05,XLNX,-0.005684,4474765.0,26.24,298427.0,0.5714369100111667
2007-09-06,XLNX,0.002668,4492008.0,26.31,298427.0,0.5721126622269402
2007-09-07,XLNX,-0.018624,6676109.0,25.82,298427.0,0.8664211948787807
2007-09-10,XLNX,0.002324,4467214.0,25.88,298427.0,0.5784081085146145
2007-09-11,XLNX,0.011592,3118320.0,26.18,298427.0,0.39912866993053514
2007-09-12,XLNX,-0.013369,3757837.0,25.83,298427.0,0.48750089676877595
2007-09-13,XLNX,-0.003097,2610063.0,25.75,298427.0,0.33965314768071464
2007-09-14,XLNX,0.000388,2631774.0,25.76,298427.0,0.3423454973965251
2007-09-17,XLNX,-0.002717,3180467.0,25.69,298427.0,0.414847690236943
2007-09-18,XLNX,0.032698,4277554.0,26.53,298427.0,0.5402815507208697
2007-09-19,XLNX,0.01847,5591076.0,27.02,298427.0,0.6933810015151316
2007-09-20,XLNX,-0.005922,3872986.0,26.86,298427.0,0.48317205213164094
2007-06-20,CBS,-0.008067,3764300.0,33.2,671331.0,0.16889214131401933
2007-06-21,CBS,-0.013253,5101880.0,32.76,671331.0,0.23197951939511618
2007-06-22,CBS,-0.010073,5574225.0,32.43,671331.0,0.2560358882014456
2007-06-25,CBS,0.005859,3106200.0,32.62,671331.0,0.14184327714115694
2007-06-26,CBS,0.003985,5041239.0,32.75,671331.0,0.22929219987168933
2007-06-27,CBS,0.009771,4475200.0,33.07,671331.0,0.20157726670970982
2007-06-28,CBS,0.004838,3339600.0,33.23,671331.0,0.1497019333244883
2007-06-29,CBS,0.002708,6852300.0,33.32,671331.0,0.3063336275312799
2007-07-02,CBS,0.027311,5672340.0,34.23,671331.0,0.24684177084911482
2007-07-03,CBS,0,2665600.0,34.23,671331.0,0.11599823430460807
2007-07-05,CBS,-0.003214,2957900.0,34.12,671331.0,0.12913315528351377
2007-07-06,CBS,0.016413,4890900.0,34.68,671331.0,0.2100743325791687
